Review,AMBIENCE#GENERAL,FOOD#PRICES,FOOD#QUALITY,SERVICE#GENERAL
"Lần đầu tiên ăn món này nên hơi bị phấn khích, thấy ngon và vị lạ nên sẵn review cho mọi người luôn nha.  Nhìn kích thích ghê nơi, ăn món này vào lúc mưa râm râm là số dzách  Mình mua giá 1 bịch 400 gram là 260k nha  Trong đây có bắp, khoai tây, crawfish. Đặc biệt, mình thích nhất đó là nước sốt. Này mà chấm thêm bánh mì nữa là khỏi bàn  Crawfish có vẻ hơi ít thịt so với các loại tôm khác, tuy nhiên lại chắc thịt. Chấm thêm muối tiêu chanh nha.",0,3,1,0
"Nhóm mình mỗi khi tụ tập ăn uống vẫn hay đến đây vì gần nhà mà giá cả cũng được. Dịp này quán có nhiều món mới, tươi ngon, ăn lạ miệng, nhậu hay ăn bình thường đều hợp. Nhưng mà đông khách quá nên phải đặt bàn trước.",0,0,1,0
"Hàng phá lấu này nằm đối diện xe sữa đậu nành, đậu phộng (Địa chỉ: 69/26 Hồ Thị Kỷ Q.10) đó ạ. Tuy chỉ là 1 xe phá lấu đơn giản nhưng hút khách lắm nha.  Nhìn nồi phá lấu hấp dẫn chưa nè, lúc mình tới ăn là cái nồi cũng vơi dần đều roài nghen.  Mình order 2 chén (18k/1 chén), bánh mì (3k/1 ổ).   Một chén đầy ắp thịt thà các loại, miếng nào cũng cắt dày cui nhưng ăn rất mềm thơm nha. Mắm tắc chua cay kèo kẹo sền sệt chấm ăn ngon hết sẩy.",0,3,1,0
"Lâu lâu có dịp sang chảnh đi ăn nhà hàng 1 bữa, giá cả thấy tuy hơi mắc nhưng đồ ăn, nước uống khá chất lượng, không gian thì rất rộng, trang trí đẹp và nhìn cũng khá hoành tráng.   Đèn mắc trong mấy cái lồng có hoa văn nhìn rất thích.   Dãy này làm như kiểu quầy bar bên Nhật ấy.  Nhà hàng có nhiều khu vực khác nhau, mấy hình trên đều là bên cafe cả, mình thích ngồi bên này hơn, nhìn không gian đẹp và thoáng hơn, còn bên kia thì không gian mang vẻ quán ăn nhà hàng nên ngồi uống nước thấy không phù hợp lắm :))  Cappuccino Viennesse - 60k  Cappuccino - 48k Thơm ngon cực kỳ, cafe mùi hương dịu nhẹ chớ không nồng kết hợp với sữa béo béo, vị nóng được giữ lâu, uống hết ly cafe vẫn còn ấm, thích cực. Ly Viennesse có thêm whipping cream và sữa sủi bọt càng hấp dẫn hơn nữa. 1 trong những chỗ pha cappuccino ngon nhất mình từng uống :x  Iced Japanese Rice & Winter Melon - 50k Trà gạo, món độc đáo mà ngon lạ lùng, uống vào có vị ngọt dịu, thơm mùi gạo rất lạ, nghe nói là làm từ gạo Nhật háy sao á. Món này rất đáng thử nha.  Bún Mọc - 65k  Món này ăn được nhưng không quá đặc sắc, với mức giá này mình nghĩ cái tô phải nhiều và đặc sắc hơn cơ.  Sài Gòn Bento - 99k  Suất cơm này rất chất lượng, có tận 5 món và đều được chế biến rất ngon và vừa miệng, ăn rất no và có thể nói là ""ngon như cơm mẹ nấu"" =))  Trước nhà hàng có mấy cái bông sen nhìn khá thích nên chụp lại luôn :x",1,3,1,0
"Quán mở chắc cũng năm ngoái rồi, khá vắng, chất lượng tồi, mình chả tính review, nay thấy quán còn mở, thôi review cho mọi người biết mà né :v Ai không né vô ăn dở ráng chịu :v 259k/ người chưa bao gồm nước Quán nhỏ xíu ah, trong hình là muốn hết chỗ rồi ah ~~ Dạng ghế này ngồi khó chịu lắm ~~  Quán có line buffet tự tới lấy ăn, ah line buffet chỉ lên món 1 lần là ~6g thôi nha, hết món không lên nữa, kể cả mì gói =.= Nói chung là hổng có ra thêm j hết. Điểm đặc biệt của buffet này là có cua :v Mà khá ít, ai vô lẹ hốt lẹ :v Cua cũng hơi hên xui, bữa mình ăn bị bỡ ~~ Còn lại là thịt bò, các loại viên, sò huyết, nghêu, tôm  Thịt thà nè, quên chụp hình cua rồi :(  Các loại sò quá chời :)) Hết cua phải lấy sò bù lại :))   Nước lẩu có 2 loại là lẩu thái vs lẩu gà, mình chọn lẩu thái. Lẩu chua vs cay nhẹ, dễ ăn, ăn cũng được :D   Chỗ này thì thiệt ra chất lượng không tệ, nhưng buffet mà không lên món thì vứt đi rồi :v",2,3,3,2
"Chỗ này mới ăn sáng hôm trước thấy cũng khá ngon nên chụp vài tấm review nhé Quán bán buổi sáng trươc 11h là hết, chủi yếu là riêu cua và tôm khô chứ không có thịt thà , riêu cua được cái nguyên chất nên khá ngon và ngọt thịt từ tôm khô ra, nước riêu cua khá thơm Giá từ 30-40k tô cũng không quá rẻ, đánh giá 8đ   v",0,3,1,0
"Thêm 1 tiệm cafe nữa :3 Mình đi cafe hơi nhiều nên review cafe cũng hơi nhiều luôn :v Quán có 1 trệt 1 lầu, cầu thang lên lầu khá nguy hiểm, mình thấy có vẻ ảo nên thôi ngồi ở dưới ~~ Tại có mang lap nữa, té banh lap chắc chết T_T Bên dưới trang trí cũng dễ thương :D Nước giá cũng rẻ :D Bên dưới có vài bàn thôi, giống vầy nè   Trên bàn pha chế có mấy hình giấy dễ thương lắm :D  Ci5 soda 35k, khá mắc, soda thường thấy dao động dưới 20k không ah ~~ Uống cũng thường, chua chua, cũng không ngon gì  Olong sữa 30k, nghe nói dùng trà phúc long, uống thấy không thơm bằng PL ~~ Có vẻ hơi ngọt, thích bên PL hơn, ly cũng ít ah, hút cái rột là hết 1/2 ly :(",3,0,0,0
"Mấy hôm trước có dịp vô quán này, thấy quán có phong cách khá độc đáo, đồ ăn, thức uống ngon, giá cũng ok nên quyết định review lại cho mọi người nè.   Có thể thấy rõ phong cách Pop Art của quán từ những chi tiết nho nhỏ như các bữ tranh, đồ trang trí, bàn ghế, mọi thứ khá sáng tạo và thú vị.   Ngoài ra cũng có chút chi tiết lãng mạn đan xen trong decor của quán.   Các món uống đều ngon, đặc biệt là trà đào thấy ngon hơn hẳn mấy chỗ khác.  Món nấm độc này đúng là độc thiệt, hình như chưa thấy chỗ nào bán lun á, ăn ngon lém, giòn giòn, nấm thì bùi bùi, chấm với sốt mayonnaise thơm béo ngon tuyệt lun.",1,0,1,0
"Mình biết quán cà phê này cũng qua DDAU đăng tin nè, nhìn hình mà mê quá chừng luôn. Thế là cuối tuần quyết tâm đi cho bằng được. Hên sao quán ngần nhà mình, tuyệt vời luôn ấy. Mình khi tầm 15g hơi nắng nhẹ. Ấn tượng đầy tiên nhìn quán cà phê từ bên ngoài là khá rộng. Thoáng mát lắm nha. Nhìn như toà lâu đài vậy ah. Có cả hầm gửi xe luôn nè. Bước vô quán siêu nhiều cây cảnh, có hồ nước nhỏ nữa. Đặc biệt là siêu nhiều lối đi, mình hơi bỏ ngỡ lúc đầu, vì nhìu chỗ đẹp quá hổng biết đi đâu. Tụi mình quyết định đi lên lầu thăm quan trước rồi tìm chỗ cho mình, mém quên thác nước chảy từ tầng cao nhất xuống đất luôn nha siêu cao.  Ly bánh bèo của mình nè, hổng nhớ tên món này nữa huhu, mà uống tạm ah chớ không ngon lắm. Mình thấy vào đây muốn mí món nước đơn giản, chủ yếu chụp hình là chính thì ok.  Ly trà chanh của bạn mình, uống cũng ok nha.  Chụp 2 ly cho đủ cặp nè.  Lúc đọc menu tưởng có kem lạnh ở trên ai ngờ là loại này.  Quậy lên uống cho lẹ nha  Còn đây là cận cảnh miếng chanh decor bên dưới.  Ah thích đá chỗ này nghen, đá viên khá xịn  Ưng mỗi ly trà đá, uống thơm lắm nà   Chụp nhẹ khu mình ngồi nha.",1,0,0,0
"Biết đến quán này cũng khá lâu, thấy không gian đẹp và lung linh quá nên quyết tâm ra đây 1 lần cho biết với người ta. Đi mấy quán mà có không gian đẹp đẹp mà mình chỉ khoái chụp hình thui, cảnh đẹp để làm ri ha :))  View từ chỗ mình ngồi!  Đi cafe là phải uống cafe cho nó đúng chất chớ lị :V  Cafe pha phin - 30k, ngồi chờ mòn mỏi lun :))  Cafe uống được thôi, chớ không có gì đặc biệt lắm. DÙ sao vô đây chủ yếu ngắm cảnh và 8 với bạn bè là chính, hoặc ai tự kỷ thì vô đây ngồi chiêm nghiệm cuộc đời cũng được lắm :3   View trên lầu nha, ngay chỗ mình ngồi.  Từ trên nhìn xuống cũng khá đẹp, bữa đang có mưa nữa nên lãng mạn thui rùi, tiếc là không có gấu để đi chơi, đành đi với con bạn thân dở hơi =))  Góc này thấy ấm cúng lắm nha :O  Lung linh là lung sờ linh :D   Một vài góc khác nha. Ban đêm có vẻ đẹp hơn ban ngày đấy :x",1,3,3,0
"Quán này bán chủ yếu bít tết với phá lấu mà mình không thích ăn phá lấu nên chủ yếu lại là ăn bò bít tết thôi. Ngoài ra quán cũng có bán vái món lặt vặt khác, nhưng ăn phần bò xong là no rùi không thể nạp thêm thứ gì nữa nên chưa thử. Bò ở đây chất lwongj ổn, giá cũng vừa phải, trước ăn chỉ 25k thôi, giờ thì lên 40k rùi, nhanh ghê lun :v  Phần bít tết này là 40k nè, có bò, trứng, xúc xích, pa tê.  Nhìn hông hấp dẫn lắm nhưng ăn cũng khá ngon, nêm nếm vừa miệng mình, bò cũng mềm ngon, mặc dù không dày lắm. Ở đây cho xà lách, cà chua với đồ chua ăn kèm khá nhiều, nhưng không có tỏi cháy nên ăn không đã lắm. Nếu ăn không có bò thì chỉ 30k hay gì hà, nhìn chung giá cả so với chất lượng khá ổn.  Phá lấu nhìn cũng ngon mờ rất tiêc mình không ăn được :(   Ở đây cũng có nhiều món ăn vặt lắm nè mà chưa thử bao vờ :v   Không gian quán kiểu bình dân nhưng cũng sach sẽ, vệ sinh. Nhân viên phục vụ nhanh nhẹn, nhiệt tình. Đối diện cũng có quán cạnh tranh nữa nhưng thấy quán này đông hơn.",1,1,1,1
"Đi ngang qua ĐH Công Nghiệp thấy có quán ăn miền Trung khá đông khách nên ghé vào ăn luôn. Quán thấy có nhiều món cuốn: cuốn thịt heo, cuốn nem nướng, bánh hỏi, bánh ướt, bánh bèo bánh bột lọc ngoài ra còn có các loại bún như bún thịt nướng, bún mắm nêm với giá chỉ từ 5k - 45k   Bánh bèo chén tôm thịt 18k/ mâm 6 chén, phần nhân khá ngon vị đậm đà có hành phi giòn giòn nữa, nước chấm vừa ăn ngọt ngọt bùi bùi, bánh ở đây khác với mấy chỗ khác là dẻo dẻo chứ hông có bị cứng. Mới vô bưng ra phần này thấy hơi nó luôn rồi  @@  Bánh hỏi thập cẩm 22k/1 phần, 1 phần gồm có thịt luộc, nem nướng với thịt nướng nè, nhìn vậy thôi chứ quá trời, cuốn bánh tráng hay ăn kèm bánh hỏi gì cũng ngon :) Mình hông biết món này là gì, ăn kèm với phần ở trên đó, hình như là bánh tráng, ăn ngon còn nóng giòn mà hơi gắt dầu nha Rau ăn kèm nè  Chấm mắm nêm cho thêm đậm đà   Cuốn Bình Định 15k/1 cuốn, cuốn này nó khổng lồ lắm mỗi người 1 cuốn là no luôn rồi đó  @@, nhân bên trong là nem nướng với thịt nướng, mà chia hông đều gì hết khúc đầu là lèo tèo vài miếng ăn gần hết rồi mới thấy nhiều thịt. Độn rau hơi nhiều nhưng mà mình ăn vẫn thấy ngon, chỉ là nó bự quá nên hơi khó ăn xíu thôi :)) Pepsi 10k/1 chai Nước sâm 6k/1 ly, không ngon uống không nghe vị sâm gì hết chỉ thấy hơi ngọt ngọt thôi. Nhìn chung thì quán ổn, món ăn ngon, giá mềm chỉ với 100k là có thể ăn đủ món luôn rồi. Mọi người cập nhật Menu ở dưới nha.",0,1,1,0
"Quán chuyên bán các món cuốn như bánh tráng cuốn thịt heo, bánh tráng cuốn nem nướng, bánh hỏi thịt nướng, bánh ướt chả lụa, bánh bèo chén, bánh bột lọc, bún thịt nướng, bún nem nướng và bún mắm nêm. Ngoài ra quán còn bán cơm chiên, mì nui xào với giá bình dân.  Bánh bèo tôm sấy 6 chén 15k  Bánh bột lọc nhân tôm thịt 10 bánh 12k  Bánh bột lọc nhân đậu xanh 10 bánh 12k  Bánh thập cẩm bèo - lọc - ít trần - chả 18k  Bánh bèo sốt tôm thịt 6 chén 12k",0,1,0,0
"Phá lấu ở đây mình ăn thì thấy chất nhất trong những quán từng ăn. Cơ bản vì 1 chén nhìn quá trời đồ ăn, dòm là thấy mê rồi!  Nằm trong hẻm nhưng không có khó kiếm!  Vô nhìn mấy nồi phá lấu này là đúng địa chỉ rồi ha, hehe! Nhìn ngon bá cháy, mau gọi liền!  Phá lấu bò 22k Giá có mắc hơn nhưng chỗ khác nhưng ngược lại, đồ ăn quá trời, ăn đã luôn! Nhiều mà không tạp nham đâu nha, ngon lắm đó! Thêm phần nước được nấu ngon, chấm bánh mì là số dzách. Chén có nhiu đó, nên nhiều đồ ăn thì phần nước sẽ ít nhé! :)  Chấm thêm chén mắm tắc chua chua, ăn ghiền luôn!  Mỗi lần mà ăn là gọi đến tân 3 ổ bánh mì 3k/ổ, ăn cho no bụng luôn! :)  Uống thêm nước sâm giải khát, sảng khoái chứ ăn bánh mì không khô cổ thấy mồ! Mỗi khi thèm phà lấu là cứ đến gặp cô Thảo thôi! :)",0,3,1,0
"Hôm bữa đi với mấy đứa bạn chả biết ăn gì nên quyết chạy đi ăn Phá lấu, mà nghe đồn chỗ này bán nổi tiếng và đông lắm thôi thôi ghé đây luôn.Có tí khó tìm vì lủi hẻm vào quẹo 2 -3 lần mà tới rồi là mê luôn, đập vào mắt là 2 nồi phá lấu to đùng, nhìn muốn cướp luôn cả 2 chạy đi ngay vậy đó ak.   Chủ quán đây thấy cái quầy hàng là mê mắt rồi hén, tá lả âm binh đồ nhìn phát ham.   Phá lấu chiên hay xào gì cũng đc nè, nhìn có vẻ dầu mỡ tí nhưng mà ăn béo ngậy thơm lừng lựng nhá.   Còn đây là nồi Phá lấu nước huyền thoại nè, nước lèo béo lắm, mà đồ ăn thì ninh mềm không nhũng và không bị dai vừa miệng để nhai.   Ra bàn rồi nè 22k/chén bánh mì thì 3k/ổ chứ thế mà chiến.   Đầy đủ hết rồi hén, mạnh ai nấy quất thôi, này ăn lẹ cho nóng không thôi đóng mỡ nhìn hết ngon.   Có thêm nước chấm tắc ớt chua chua ngọt ngọt ngan thần sầu.   Ăn chưa đã phải gọi thêm 2 chén phá lấu xào để quến thêm vô bụng nữa, này cũng là 22k/ chén luôn.   Nói chung là quán này bán đc, giá vậy mà đồ ăn nhiều nên cũng đáng, giữ xe thì trong nhà hẻm cụt và free nên cũng an tâm để ngồi ăn, chỉ có điều là quán nằm ngõ ngách quá hơi khó tìm cho ai đia ưn lần đầu thôi, chứ vô rồi là thấy khách đông phát sốt vậy ak, ra vô nườm mượp phát ham.",0,3,1,0
"Lâu lâu ghé lại NYDC thấy có menu cơm trưatheo style Việt nên gọi ăn thử xem sao. Có 4 món thôi à, không được nhiều món như cơm tiệm bình thường đâu nha.   Tất cả 4 món đều đồng giá 99k/phần, đã bao gồm 1 ly nước ngọt và 1 phần súp.   CƠM GÀ KHO GỪNG, cơm ít và quan trọng là miếng gà thì siêu bự nha, bởi vậy người ta hay nói tiền nào của nấy là vậy đó. Gà ăn mềm, có mùi gừng, sốt kèm theo mặn mặn, hợp khẩu vị của mình   CƠM CÁ KHO TIÊU. Cơm cũng ít và miếng cá thiệt là to. Mình không thích cá này nên không có ăn thử.   CƠM SƯỜN CHẢ. Cơm thì phần nào cũng ít như nhau thôi, quan trọng là nhiều đồ ăn là thích rồi. Miếng chả + sườn cũng dày + bự lắm, không có mỏng như cơm sườn bình dân 25k mình hay ăn hàng ngày đâu nghen.   Đây là phần súp tặng kèm theo nè, có thịt bằm, cà rốt khoai tây trong đó.   Ly 7up tặng kèm theo phần cơm, có 7up và pepsi muốn chọn loại nào cũng được.   Giờ NYDC có giao hàng tận nơi cho đơn hàng 200k trong phạm vi 1km nữa nè.",0,0,1,0
"Đây không chỉ đơn thuần là quán cà phê mà còn là địa điểm bán bánh mì tự nhồi độc nhất ở Sài Gòn mà mình từng được biết  không gian quán nè.   Quầy bánh mì nè.   Hamburger mới làm xong nè, giá ở đây 16k/ 100gram.   Bánh mì truyền thống nè, giá cũng 16k/ 100gram   Matcha: 45k và Smothies việt quất: 36k",0,3,0,0
"Quán ốc 379 nhìn bèo bèo thế mà ko nghĩ có bán cái món này. Chắc do mình hơi lúa, cứ nghĩ món này trước giờ chỉ bán ở nơi sang chảnh.  Phần hoành tráng như vậy có giá khoảng 700k. Có cả thực đơn để chọn lựa, muốn ăn loại hải sản nào, số lượng bao nhiêu cứ order, có thêm bắp, khoai tây bi bonus thêm.   Phần của mình gồm 1 kg tôm sú, 1 con cua gạch, xúc xích.   Ở quán này trước giờ nổi tiếng với món cua, nên cua gạch hay cua thịt đều rất chất lượng.   Sốt cajun rất ngon, mùi thơm ngào ngạt, và sử dụng thêm bơ lạt, nên cực kì béo luôn. Nhưng do cách làm của món này hay sao á, nên phần sốt ko thấm nhiều vào hải sản. Ăn hải sản vẫn còn khá rời rạc với phần sốt.  Lần trước ăn món ốc giác mắm tắc nên lần này order thêm hải sản ăn với mắm tắc nữa. Cũng tính theo hải sản mình order, ko tính công chế biến.  Tôm sú tươi, con lớn, thịt cực chắc và ngọt.   Ngoài ra còn có răng mực size lớn, đã qua chế biến mà vẫn còn lớn vậy, ko bị teo lại nhỏ xíu.  Sốt chua chua ngọt ngọt, mùi thơm của tắc sả ngào ngạt, nhưng vẫn bị cái lỗi ko lược hột tắc từ lâần ăn trước đến giờ vẫn ko khắc phục. Sốt mắm tắc ăn đỡ béo đỡ ngán hơn sốt cajun, các bạn có thể chọn hải sản và chọn cách chế biến theo ý mình nha. Cảm ơn các bạn đã xem review :D Chúc các bạn TRƯỚC NGON MẮT, SAU NGON MIỆNG ;)",3,3,1,0
"Quán này thích hợp cho những ngày cuối tháng, túi tiền không rủng rỉnh nhưng vẫn muốn ăn 1 bữa ăn ngon, chất lượng tương đối ổn mà giá rẻ :))  Menu gọi món nha, giá dao động chỉ từ 20 - 50k  Gọi ra 2 phần đùi, có canh và trà đá đi kèm.  Dĩa cơm nhìn cũng khá hấp dẫn, cà chua, dưa leo với xà lách cũng còn tươi :D  Đùi gà chiên khô, ráo dầu, da giòn. Mới nhìn miếng đùi gà hơi thất vọng chút vì thấy hơi nhỏ, nhưng ăn rùi thì thấy cũng vừa vặn 1 phần cơm :)) Đùi gà chiên ướp vừa chớ không thấm, nên chấm với tương ớt hoặc nước tương thì vừa ăn hơn.  Cơm thêm, 1 phần đâu 3k hay 5k gì đó. Cơm nấu ngon, hạt khô không nhão.  Có trà đá free là thích à :D   Không gian quán bên trong khá rộng, thoáng mát sạch sẽ. Ở ngoài không còn chỗ là chạy thẳng vào quán đậu lun.   Mặt tiền quán. Nhìn chung quán chất lượng khá ổn so với giá cả, tuy không ngon bằng cơm gà xối mỡ bên Thanh Vân nhưng giá rẻ hơn, và được cái là gần nhà mình nên càng thích =))",1,1,1,0
Quán có bán mấy món này cũng hấp dẫn lắm nè Sườn non nướng sữa  Cơm xá xíu mật ong,0,0,1,0
"Quán này bán khá lâu năm ở Sài Gòn rồi chắc nhiều bạn cũng biết, đặc sản ở đây là món ốc bươu nhồi thịt chấm mắm gừng, mấy nay trời mưa lạnh tối mà đi lai rai vài con ốc là hết sảy luôn :)) Quán thì hơi vắng khách, khi vào ko cần hỏi thì mặc định nhân viên cũng mang ra 10 con ốc trước nha ngoài ra bây giờ quán còn bán các món khác cũng chế biến từ ốc bươu nữa   Ốc bươu nhiều quá chừng, ốc được hấp ấm ấm chứ ko nóng quá lúc đem ra bàn thì hơi nguội Ốc ăn chung với rau răm và lá tía tô Chấm mắm gừng cay cay   Ốc bươu nhồi thịt 7k/ con nha  Hôm nay mình đi thì thấy ốc cũng to chứ ko nhỏ đâu Khi ăn kéo 2 đầu cọng sả ra thì thịt ốc cũng ra luôn  Thịt ốc dồn chung với mộc giò sống và có thêm nấm mèo nữa, phần thịt ngon ăn dai dai sật sật thơm mùi sả chấm với mắm gừng nhưng chưa được đậm đà lắm Ăn chung với lá tía tô khá bắt vị nè :)) Món này mỗi người đi ăn tầm 10 con mới lưng bụng được nên khá là hao mồi nha Còn có các món khác từ ốc bươu nữa giá cả cũng khá bình dân Coca-Cola 15k hen",0,1,1,0
"Tình hình đi ăn, thấy quán cơm gà khá là đông khách, ghé vào ăn thử xem sao. Quán có không gian hơi chật, đa phần khách tới mua về là nhiều. không gian sạch sẽ thoáng mát, món ăn ra nhanh, không phải đợi lâu. Nhân viên cũng nhiệt tình lắm.  Cơm chiên dương châu đùi gà thêm cái trứng ốp la <3. Gà ở đây chiên giòn, nhưng không bị quá khô. Cơm chiên ăn vị ổn vừa miệng.  Cận cảnh chiếc đùi gà chiên giòn vàng ươm, nhìn phát thèm luôn.   Có lạp xưởng chiên như thế này nè, lạp xưởng ăn không bị bở, mềm ngon lắm   Giá bán rất ư là bình dân luôn nha mấy bạn. Phần mình ăn chỉ khoảng 35k Do mình kêu thêm lạp xưởng với trứng chiên. Quán có bán cả canh rong biển. Ngồi ăn thấy bếp hoạt động xèo xèo, có điều lửa hắt ra hơi nóng chút nà. Có bình nước đá uống miễn phí nè   Tóm lại: Quán này ăn rất ổn, không chê được nhé. Giá bình dân mà lại ăn ok thì còn gì bằng, sẽ quay lại. Mua cơm về cũng không phải đợi lâu",3,1,1,1
"Hàng của cô khá lớn, nằm trongn hẻm 287 CMT8 luôn cho mấy bạn dễ tìm. Bonus vài hình ảnh của quán:  Chảo dầu xèo xèo, cho mấy em đùi gà vào chiên giòn thôi. Nào là chén đựng tương, chén đựng kim chi Việt Nam  Mình gọi dĩa lớn (32k). Cái đùi quá xá bự, có điều cơm hơi ít. Phải gọi thêm cơm (3k/dĩa). Miếng gà được chiên dòn rụm. Cắt miếng thịt ra, thịt trắng phơi phới, khói bóc nghi ngút ( đang ăn nên chụp cảnh này ko được).hehe   Và đương nhiên, cơm gà xối mỡ thường phải ăn kèm với kimchi Việt Nam mới không ngán  Mình ngồi ngay cái ""trạm"" này, nên hết là cứ ""ung dung"" mà gắp bỏ thêm vào Cơm hơi ít, bạn nào ăn mạnh phải gọi cơm thêm, nguyên cái đùi to quá khổ ăn siêu giòn, chất lượng. Bị ""hớp hồn"" bởi hủ kimchi, ăn vừa miêng, ngon ngon.",0,3,1,0
"Chỗ này địa chỉ số 26 Huỳnh Đình Hai, Bình Thạnh, quán bán từ 9h sáng tới tầm 10h tối nha. Ở đây có chỗ ngồi lại ăn đầy đủ, món chính ở đây là cơm gà xối mỡ, ngoài ra thì có thêm món cơm bò trứng. Mình ăn cơm ở đây cũng lâu rồi, cơm gà ngon mà giá khá rẻ nha, chỉ 15k một phần thôi, hôm nay mới có dịp review cho các bạn tham khảo thử.  Cận cảnh xe cơm nè, ở đây có nhận giao cơm tận nơi nữa nha, số điện thoại là 0977682844 nha  Quán có chỗ ngồi lại nhưng chỗ ngồi cũng hạn chế   Cơm ở đây một phần cũng khá nhiều nha, cơm làm cũng nhanh  Thêm rau vào   Miếng gà ở đây khá là to luôn nhe, nhìn cũng hấp dẫn nữa Thịt gà bên trong làm ngon, không bị khô, ướp vừa ăn, mềm, gà vẫn còn độ ẩm  Thêm tương nữa ăn ok hơn nè   Còn phần này là cơm bò trứng, một phần 20k nha  Bò nhiều mà trứng cũng to nữa  Bò ở đây mỏng, nhưng ăn mềm, ướp vừa vị  Trứng thì chiên hơi bị dầu còn lại thì ok hết   Chúc các bạn ăn ngon :3",3,1,1,1
"Nghe đồn quán này quán mì xào ốc trứ danh từ hẻm 3/2 nào đó dời về, nhưng ăn xong thì lại thấy chẳng có gì là trứ danh cả, khổ thiệt :-s Đầu tiên gửi mọi người menu, quán bây giờ tăng giá kinh lắm, lần cuối mình đi thì chắc +10k/món, riêng món mì xào ốc giá ko đổi là 25k :D   Mình gọi 2 phần là mì xào ốc giác và mì xào chem chép đồng giá 25k, xào vừa thấm, cho nhiều rau muống lắm, mình cũng thích ăn rau muống, nhưng ốc lại ko có bao nhiêu, hix...   Ăn một dĩa như này thì chỉ vừa đủ thôi, lâu lâu thèm ăn mì xào ốc mà hết tiền thì ghé qua đây ăn đỡ thèm chứ mình vẫn thích dĩa mì xào ốc giác 50k ở bên Xuân Hón hơn, xào bơ thơm và rất thấm trên từng cọng mì luôn. Giờ thì mình đã bye bye chỗ này rồi, vì giá đã ko rẻ mà còn tính 4k tiền giữ xe (xe số) nữa. Mà lại ko có ghi số gì cả, để xe bên đối diện đường, toàn bọn mình tự trông. =,=",0,2,3,0
"Tình cờ trên đường đi làm về trên đường Hồng Bàng (Gần cầu vượt Cây Gõ) thấy có quán cơm trên đường khá đông, quán tên Hồng Phát, ghé vào ăn thử, giá khá rẻ (25k – 35k). Vừa ngồi xuống mình kêu vội 2 đĩa (mình đi cùng 1 người nữa). Một đĩa sườn trứng ốp la và một đĩa sườn chả.  Cơm sườn trứng ốp la. 30k  Cơm sườn chả. 27k  Cơm ở đây mình thấy vừa ăn, miếng thịt dày và đậm đà, mềm nữa, Thấy to vậy chứ ăn không có cảm giác ngán, còn trứng thì ở đâu ăn cũng vậy nên không bàn tới. Chả thì cũng to nhưng ăn có vị lạc nhiều, trứng cũng nhiều nên ăn thấy hơi ngán.  Dưa chua ở đây ăn khác ổn, giòn và không bị chua lắm. Nói chung vừa miệng, còn nước mắm thì ok luôn. Vừa ăn.  Còn gọi thêm món canh khổ qua. 15k. Khổ qua không đắng lắm, ăn tạm được.",0,1,1,0
"Cơm tấm đây mình là khách hàng wen thuộc mỏi khi đi làm về mà vợ k nấu cơm là wa đây làm 2 hộm tầm 45k - 50k ăn no nóc thừa phần tối ăn khuya nữa á. Nói chung quá ok về chất lẫn lượng.  Mặt tiền nhìn vào nè.  Cái bản để ngoài đường lúc đêm xuống ^^.   Không gian ngồi ăn tại chỗ và quầy xe.   Đồ ăn trên kệ nè, nhìn hấp dẫn chưa. Tới mua về thôi chứ ít khi nào ăn tại chỗ.  Mang về tới nhà. Và đổ thịt kho với cá thu kho ra hehe.  Đây là cơm thịt kho 20k. Nó nhìu về cơm lẫn thịt kho nhé. Có rau muống và canh ăn kèm nữa nè. Nhìn họp cơm xem chất lượng nha.  Soi thịt đi nhé.  Cơm heo quay xào cải chua 20k nè. Nhìu ghê chưa.  Để riêng heo và cải ra nè. nè. Cơm nhìu nghi ngút.   Thịt heo quay và cải chua rau muống nè. Hấp dẫn quá trời.  Cuối cùng khứa cá thu kho nè, hấp dẫn chưa. Hình như có 8k à. Quá trời quá đất luôn hehe. Hấp dẫn vô đối luôn ấy. Ghé thử đi nha.",0,3,1,0
"Vô tình thôi, chạy xe ngang qua thấy quán cơm tấm lâu năm từ 1956 tính ra cũng hơn 60 năm tuổi (quá lâu dài) nên tò mò vào ăn. Địa chỉ: 114 Võ Thị Sáu, P. Tân Định, Quận 1.   Không gian quán nằm bên trong nhà, sạch sẽ, thoáng mát. Menu và bảng giá, tính ra khá cao (mắc)   Theo mình quan sát thì sườn quán đã nướng sẵn trước, khách kêu cơm sườn sẽ chiên lại trên chảo cho nóng. 1 cơm sườn chả 45k và 1 cơm bì nem 45k Sườn chả: sườn mềm nhưng hơi khô (chắc do chiên lại), chả được không gì đặc sắc   Bì nem: bì là chả lụa và da heo (bì heo) thái sợi khá to không mỏng như bình thường mình vẫn ăn, nem là nem chua đem chiên lên có vị ngọt chua (ngon ngon) Đánh giá cá nhân: 1. Phần ăn có chút xíu, sức bạn nam ăn là vừa quơ 5 muỗng hết sạch dĩa cơm chỉ đủ lót dạ. 2. Giá khá cao cho 1 phần cơm tấm, đồ ăn cũng không gì đặc sắc. 3. Bù lại nước mắm khá ngon, dạng nước mắm nấu sệt sệt.",1,2,3,0
